Age,Income,Credit_Score,Loan_Amount,Gender_Female,Gender_Male,Gender_Non-binary,Race_Asian,Race_Black,Race_Hispanic,Race_Multiracial,Race_Native American,Race_White,Age_Group_25-60,Age_Group_Over 60,Age_Group_Under 25,Employment_Type_Full-time,Employment_Type_Gig,Employment_Type_Part-time,Employment_Type_Self-employed,Employment_Type_Unemployed,Education_Level_Bachelor's,Education_Level_Graduate,Education_Level_High School,Education_Level_Some College,Citizenship_Status_Citizen,Citizenship_Status_Permanent Resident,Citizenship_Status_Visa Holder,Language_Proficiency_Fluent,Language_Proficiency_Limited,Disability_Status_No,Disability_Status_Yes,Criminal_Record_No,Criminal_Record_Yes,Zip_Code_Group_High-income Suburban,Zip_Code_Group_Historically Redlined,Zip_Code_Group_Rural,Zip_Code_Group_Urban Professional,Zip_Code_Group_Working Class Urban,Loan_Approved
1.281811906498319,0.26354997654863876,-0.3220091673300272,1.0943147455571505,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-0.7452910885299857,1.269699456450116,-0.09525742223659721,1.6428949877542307,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.2253944294577421,0.6955243436783379,-1.219157376177946,1.294666168136814,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.9083981968878418,1.4963620269577436,1.2849705913755853,-0.8113817129970923,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.37495004030144585,-0.43912006249997426,0.20050572353744192,0.03520270636310713,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.5319118258954273,0.030711752089167595,0.20050572353744192,-0.9771325864607395,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-1.0653599824818234,1.1419621382788976,-0.7952302005684898,-1.5505689460197773,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.585256641554067,-1.6021403359068318,0.1906469520116406,-1.5668704597473784,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0015363306909686513,0.627064120316265,0.6047153560952954,-0.4442806561233744,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-0.9053255355059046,-0.4920837564289824,0.723020614404911,0.5303709563253731,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
